class_0_source_fc2_collect_0_dim,class_0_source_fc2_collect_1_dim,class_0_source_fc2_collect_2_dim,class_1_source_fc2_collect_0_dim,class_1_source_fc2_collect_1_dim,class_1_source_fc2_collect_2_dim,class_0_target_fc2_collect_0_dim,class_0_target_fc2_collect_1_dim,class_0_target_fc2_collect_2_dim,class_1_target_fc2_collect_0_dim,class_1_target_fc2_collect_1_dim,class_1_target_fc2_collect_2_dim
-0.11515975,0.077115566,-0.10924754,-0.11524993,0.07711526,-0.10932641,-0.11515234,0.07708752,-0.10926595,-0.1150526,0.07716009,-0.10913145
-0.11499021,0.07701297,-0.109195225,-0.11515421,0.07701491,-0.10922842,-0.1151066,0.07717692,-0.10924905,-0.11524339,0.07709348,-0.10932353
-0.1150309,0.077039704,-0.10922784,-0.11496443,0.076998584,-0.10915052,-0.11522355,0.07706024,-0.10931471,-0.115046896,0.07693372,-0.10927868
-0.11522754,0.07703474,-0.10930919,-0.11497935,0.07701314,-0.10917316,-0.11517299,0.07705875,-0.10926807,-0.11495006,0.077068545,-0.109129556
-0.11505618,0.07693241,-0.10923577,-0.115193926,0.07705398,-0.10927942,-0.11504645,0.07704957,-0.109215975,-0.11514971,0.07709076,-0.109255746
-0.11508724,0.07694506,-0.109235816,-0.1151679,0.07707595,-0.10925986,-0.115145035,0.07717207,-0.10927512,-0.11515241,0.07703734,-0.109262764
-0.11510678,0.07707857,-0.1092279,-0.115232676,0.077027306,-0.10926744,-0.11514772,0.07712929,-0.10926402,-0.11495005,0.07706156,-0.10916366
-0.115087494,0.076944865,-0.10923225,-0.115086325,0.07703428,-0.10920912,-0.11499932,0.07708532,-0.1091744,-0.115242876,0.07713753,-0.10931029
-0.11515901,0.077138305,-0.10922165,-0.11505756,0.0769501,-0.10923889,-0.11500514,0.077040546,-0.109245844,-0.11509193,0.07702464,-0.109186396
-0.11498303,0.077101626,-0.10913494,-0.114951596,0.07708383,-0.1091484,-0.11504342,0.07694054,-0.10922777,-0.11509944,0.076858744,-0.10916973
-0.11514461,0.077132046,-0.109203026,-0.11506172,0.07714602,-0.109133236,-0.11520165,0.07714121,-0.10930004,-0.11513141,0.07714904,-0.10921564
-0.11502406,0.07696447,-0.10925074,-0.115201846,0.07707208,-0.10926642,-0.11521487,0.077097096,-0.10926701,-0.11500263,0.07706146,-0.10925355
-0.11507546,0.07695198,-0.10923983,-0.11524955,0.077056445,-0.10931204,-0.11497651,0.077078484,-0.10918076,-0.11519596,0.07704972,-0.10927471
-0.11520618,0.07706245,-0.109259196,-0.11498008,0.0770401,-0.10911343,-0.11498793,0.0770655,-0.10927361,-0.11520962,0.07703924,-0.10925673
-0.1151126,0.07708604,-0.10917865,-0.11514751,0.07710039,-0.109260574,-0.11497502,0.07701083,-0.109108165,-0.115180425,0.07712488,-0.10929216
-0.115063444,0.0770394,-0.10921681,-0.11519352,0.07706618,-0.109262735,-0.115135744,0.07711691,-0.10923367,-0.11492426,0.07704444,-0.109169714
-0.11516188,0.07713232,-0.109239236,-0.115026504,0.07707575,-0.109210275,-0.11510644,0.07703087,-0.10920713,-0.115146674,0.07708189,-0.1092481
-0.11516035,0.07707746,-0.109255284,-0.115039006,0.07693961,-0.10925387,-0.115101755,0.077021025,-0.109204285,-0.11510502,0.07709626,-0.10926524
-0.11505636,0.07692741,-0.10921519,-0.1149505,0.07707153,-0.10913103,-0.115197115,0.07706406,-0.10926999,-0.11517185,0.07710407,-0.10927129
-0.11508867,0.07701936,-0.10921562,-0.11495353,0.077063985,-0.10911133,-0.11499075,0.07706257,-0.109144896,-0.11515699,0.077093676,-0.109239526
-0.11498272,0.07707181,-0.10915539,-0.11505299,0.07713121,-0.109140724,-0.11503463,0.0770581,-0.10924974,-0.11518906,0.0770789,-0.10927094
-0.11517508,0.077056505,-0.10924677,-0.1152453,0.07706779,-0.10925219,-0.115159824,0.07711416,-0.10923064,-0.11515686,0.07711669,-0.10926824
-0.11503136,0.07700367,-0.109239824,-0.11515332,0.07714203,-0.10921525,-0.1152196,0.07702174,-0.10930303,-0.11493736,0.07705555,-0.10922767
-0.115136586,0.077022284,-0.109242104,-0.11508004,0.07707318,-0.10925471,-0.1149821,0.07705752,-0.1091374,-0.11500329,0.07715517,-0.10911729
-0.115115985,0.077117294,-0.109166995,-0.11508686,0.077123314,-0.10916446,-0.11500276,0.0770483,-0.10924975,-0.11501925,0.0769672,-0.1092315
-0.115152605,0.07710354,-0.1092516,-0.115143,0.0771402,-0.10922744,-0.11501246,0.077011526,-0.10914089,-0.115161575,0.07708752,-0.10924992
-0.115085006,0.07694008,-0.10921832,-0.11496985,0.07707127,-0.10910333,-0.11507893,0.077138394,-0.10915168,-0.11495678,0.07702129,-0.10913585
-0.11512685,0.0770722,-0.109235875,-0.11524745,0.07710078,-0.10927929,-0.11507894,0.07712595,-0.1091824,-0.11502502,0.076979965,-0.10924998
-0.11500621,0.07695918,-0.109213576,-0.11516103,0.07710691,-0.1092126,-0.1149945,0.07710079,-0.10921645,-0.11512648,0.07717643,-0.109256946
-0.115220964,0.0770946,-0.10927396,-0.11496585,0.07715472,-0.10913336,-0.115158595,0.077123106,-0.1092356,-0.11514806,0.07713152,-0.10920381
-0.11512411,0.07703396,-0.109229416,-0.11521194,0.07705326,-0.10925949,-0.115007095,0.077038154,-0.1092448,-0.11513706,0.0771366,-0.10921246
-0.11513711,0.07711956,-0.10919865,-0.11516907,0.07711321,-0.10926465,-0.11506978,0.07683569,-0.10920063,-0.11527102,0.07703019,-0.109301165
-0.11515477,0.07713558,-0.109219305,-0.11524756,0.077127546,-0.109298244,-0.11492398,0.077087134,-0.109224,-0.11514548,0.07707838,-0.10925731
-0.11498523,0.07702545,-0.10915979,-0.11525008,0.07711371,-0.10930797,-0.11510734,0.07687837,-0.10917579,-0.114921585,0.077033326,-0.10911615
-0.11505368,0.07714343,-0.10913264,-0.1151237,0.077143796,-0.10923449,-0.115209356,0.077087075,-0.10926681,-0.11513719,0.07714077,-0.10924389
-0.115122445,0.07709372,-0.10923801,-0.115101896,0.07705702,-0.10921286,-0.11512366,0.07708224,-0.109244004,-0.11514613,0.07701951,-0.10922803
-0.11514279,0.07714065,-0.109210804,-0.114940844,0.07711992,-0.10913378,-0.11499525,0.07705869,-0.10912806,-0.11497712,0.07704334,-0.10923644
-0.11513185,0.077089876,-0.10919397,-0.11503036,0.07715505,-0.109146446,-0.11512758,0.07712553,-0.10923717,-0.1152028,0.077017516,-0.1092414
-0.11515847,0.07711176,-0.10922364,-0.11493797,0.0770732,-0.10912251,-0.11505524,0.076960236,-0.10923693,-0.115001574,0.07701287,-0.10923429
-0.115152255,0.077026896,-0.10924843,-0.11513025,0.07704209,-0.109258965,-0.11500347,0.07700698,-0.10914835,-0.115233585,0.07714697,-0.1092567
-0.11508853,0.077141576,-0.10915597,-0.11513639,0.07702699,-0.10922084,-0.11507698,0.07709351,-0.109254494,-0.11508755,0.077068925,-0.10919177
-0.11509601,0.0771398,-0.109150045,-0.1149661,0.07710598,-0.10914041,-0.11513283,0.07707288,-0.109256744,-0.11501296,0.076949015,-0.10923559
-0.1151561,0.07711354,-0.109228365,-0.11505247,0.07693402,-0.10920594,-0.11520222,0.07701169,-0.10923358,-0.11498225,0.07703411,-0.109248504
-0.11522474,0.07702239,-0.10926733,-0.11498878,0.07714701,-0.10914675,-0.11513272,0.07699675,-0.10920102,-0.11510219,0.07686304,-0.109196484
-0.11498403,0.077108115,-0.10914779,-0.11515566,0.077022925,-0.10922671,-0.115237355,0.07710581,-0.10933372,-0.11499128,0.07705937,-0.10924558
-0.115102634,0.07711872,-0.10917015,-0.11523832,0.077024885,-0.10927165,-0.11506435,0.07697158,-0.109246984,-0.11519031,0.07703309,-0.10926629
-0.11507306,0.07695289,-0.10924449,-0.11500645,0.07704471,-0.10917565,-0.11506204,0.07695601,-0.10922464,-0.11513331,0.07715954,-0.10927244
-0.11517891,0.07704701,-0.10924974,-0.115146354,0.07713553,-0.10922956,-0.11515957,0.077029176,-0.1092479,-0.11515878,0.07707377,-0.109255634
-0.11499807,0.077063784,-0.109141074,-0.115201406,0.077032134,-0.10924198,-0.11514556,0.07712819,-0.109179564,-0.11524824,0.07708557,-0.10926509
-0.11499119,0.07703027,-0.10916628,-0.11514458,0.07714412,-0.109231606,-0.11515479,0.07707982,-0.10922628,-0.11512936,0.077157766,-0.109231636
-0.11522537,0.077025585,-0.10929569,-0.11522915,0.07704467,-0.10926369,-0.11520427,0.077056676,-0.10927062,-0.115171,0.07703953,-0.10924908
-0.11500033,0.07699729,-0.1092141,-0.11515621,0.07710272,-0.10922103,-0.11522881,0.077071264,-0.10930998,-0.11516016,0.07707078,-0.10924326
-0.11513454,0.077072784,-0.10925919,-0.11499025,0.07699817,-0.10917381,-0.11519752,0.07702031,-0.10924234,-0.11497424,0.077061184,-0.10925623
-0.11504642,0.07714357,-0.109133914,-0.1151584,0.077116266,-0.109222084,-0.11513248,0.07718167,-0.10925734,-0.114930935,0.07703252,-0.10916146
-0.11506571,0.07715169,-0.10915713,-0.115148574,0.07707511,-0.10926025,-0.114998065,0.07714909,-0.10912809,-0.11513683,0.07714802,-0.10923911
-0.1152172,0.0770918,-0.10926133,-0.115062274,0.07692582,-0.10924241,-0.1149672,0.0770015,-0.109146796,-0.11517653,0.0770957,-0.10922439
-0.11503594,0.07700627,-0.10924097,-0.11517623,0.07702433,-0.10924936,-0.1151248,0.077086896,-0.109281234,-0.11522225,0.077028185,-0.109250754
-0.11500478,0.07702468,-0.10917002,-0.11518812,0.077056885,-0.109254375,-0.11517947,0.07706407,-0.1092447,-0.11514553,0.077134795,-0.10927869
-0.1150121,0.07705684,-0.109234706,-0.115182474,0.07704226,-0.10925553,-0.114971526,0.07710542,-0.10923611,-0.11499578,0.07715249,-0.10912156
-0.11508907,0.07713853,-0.10917361,-0.11514681,0.0771646,-0.109270416,-0.115197316,0.07702926,-0.10924262,-0.11497007,0.07708346,-0.109171145
-0.115005076,0.07703063,-0.109175995,-0.115028724,0.076964654,-0.10926188,-0.114932306,0.07705909,-0.10921859,-0.114985205,0.07706636,-0.10924095
-0.115155175,0.07713294,-0.10921682,-0.11515032,0.07709768,-0.10925601,-0.11522087,0.07700579,-0.10926543,-0.11509336,0.077008106,-0.10919025
-0.11503342,0.07704266,-0.10922336,-0.11508615,0.07703085,-0.1092209,-0.11499125,0.07706295,-0.109160095,-0.11495159,0.07705923,-0.109237485
-0.115084454,0.07703341,-0.109217055,-0.115181856,0.07704502,-0.1092548,-0.115022875,0.07714799,-0.10913081,-0.11523178,0.077126406,-0.10927198
-0.11512777,0.077118896,-0.109205194,-0.11508689,0.07689551,-0.109201476,-0.11516616,0.07706864,-0.1092527,-0.11515702,0.0770209,-0.10922788
-0.1151421,0.077102356,-0.109205,-0.11516842,0.07708317,-0.109261535,-0.11502542,0.07701034,-0.10924014,-0.115084924,0.07685735,-0.10923002
-0.11523336,0.07703096,-0.10928755,-0.115151145,0.07712902,-0.10923103,-0.11501144,0.077010766,-0.10928576,-0.11505946,0.076925285,-0.10922231
-0.11499691,0.07701951,-0.10916945,-0.11513826,0.077123486,-0.10922115,-0.11514263,0.077167824,-0.10926296,-0.1152243,0.07706327,-0.10926939
-0.114990845,0.0769716,-0.10919814,-0.11514154,0.07713086,-0.10920297,-0.11496846,0.076995,-0.10917825,-0.11496493,0.077015966,-0.10910674
-0.11521911,0.07702591,-0.109288536,-0.11503261,0.077065066,-0.10916952,-0.11498949,0.077061646,-0.10913275,-0.11494718,0.0770497,-0.10915395
-0.11513812,0.07708013,-0.109261125,-0.1152332,0.077082045,-0.109306,-0.115040906,0.07704851,-0.10920318,-0.11519354,0.077079475,-0.109273426
-0.11515657,0.077121645,-0.1092355,-0.11500112,0.07695968,-0.10917718,-0.1149942,0.07708405,-0.10915715,-0.11515813,0.07707047,-0.10925196
-0.115174375,0.07705504,-0.10924747,-0.11499514,0.07715981,-0.109144054,-0.11519765,0.07714104,-0.10929305,-0.114959255,0.07700298,-0.109103985
-0.115179926,0.07706069,-0.109253354,-0.11495594,0.07710685,-0.10913737,-0.11513361,0.077031836,-0.1092334,-0.11494233,0.07715774,-0.109128095
-0.11503542,0.07705514,-0.10918097,-0.11514188,0.07715377,-0.10925923,-0.11520191,0.077138975,-0.109302856,-0.11492223,0.07704415,-0.10916979
-0.115149334,0.077128656,-0.10924029,-0.11518355,0.07708109,-0.109266624,-0.1149948,0.07706097,-0.10914485,-0.11518294,0.07704244,-0.10925965
-0.115040064,0.076934755,-0.10923705,-0.11523604,0.07706647,-0.109253645,-0.115099,0.077012636,-0.10920395,-0.1151332,0.077149525,-0.109276354
-0.11517487,0.07704956,-0.10924065,-0.11522467,0.07705087,-0.10926622,-0.115187995,0.07702951,-0.10925294,-0.115143664,0.077087566,-0.109258935
-0.11498337,0.0770459,-0.1091399,-0.115072615,0.07711193,-0.10918627,-0.115063734,0.077138275,-0.10915932,-0.11496015,0.07706969,-0.109175526
-0.1151619,0.07710483,-0.10923734,-0.115036875,0.076918505,-0.10924435,-0.11506426,0.07712129,-0.10919026,-0.11515684,0.077038616,-0.10922804
-0.115155146,0.07708107,-0.10926361,-0.11501718,0.07698963,-0.10924002,-0.11507552,0.07713519,-0.10915821,-0.115010865,0.07700027,-0.10922222
-0.11507004,0.0771437,-0.10915155,-0.115205735,0.077035636,-0.10926317,-0.11514274,0.0771323,-0.10918619,-0.11507248,0.07693398,-0.109209195
-0.11499274,0.07707491,-0.10917004,-0.11514401,0.077022605,-0.10923868,-0.11519453,0.077063516,-0.10926764,-0.115034,0.077138506,-0.10914013
-0.11505089,0.07705006,-0.1092124,-0.11515228,0.07710877,-0.10926626,-0.11515881,0.07710886,-0.10927935,-0.11498704,0.07715556,-0.10913506
-0.11522781,0.077071436,-0.10929358,-0.11513837,0.07715089,-0.109212205,-0.1150175,0.07716715,-0.10910834,-0.11495554,0.07700986,-0.109103
-0.11506482,0.076941594,-0.109245785,-0.11523885,0.07703025,-0.10929223,-0.11519634,0.0770635,-0.109282486,-0.114957154,0.07705587,-0.109107725
-0.11522952,0.077058755,-0.109310955,-0.11498763,0.07714958,-0.1091327,-0.11499836,0.07699217,-0.10913932,-0.1151355,0.07711757,-0.10927789
-0.115019426,0.07705917,-0.10921211,-0.11513127,0.07701924,-0.10921434,-0.11499295,0.077141605,-0.109130755,-0.11525217,0.07708568,-0.10928708
-0.11513568,0.077090226,-0.109238714,-0.11510005,0.07706465,-0.109212756,-0.11514239,0.07713432,-0.10923548,-0.11513197,0.07707244,-0.10925363
-0.11523148,0.07702398,-0.10927449,-0.11501466,0.07690794,-0.10924099,-0.11500338,0.07698549,-0.10921019,-0.11497477,0.07703537,-0.10911408
-0.11521972,0.07707781,-0.10927192,-0.115074664,0.07711063,-0.10919082,-0.115166225,0.077101864,-0.10924353,-0.11513762,0.077015385,-0.1092459
-0.11502935,0.07701953,-0.10918788,-0.11524588,0.07708601,-0.10932998,-0.11507038,0.07697705,-0.109235264,-0.11501222,0.07699874,-0.10922644
-0.11509643,0.076941274,-0.10922683,-0.11516853,0.07709015,-0.1092787,-0.11520938,0.07703358,-0.10924913,-0.11514833,0.07714125,-0.109232716
-0.11502467,0.077138655,-0.10913398,-0.114982806,0.07697707,-0.109191135,-0.1149424,0.077111475,-0.109134175,-0.11517913,0.07706281,-0.10925391
-0.11501748,0.07701332,-0.10923857,-0.11500875,0.07695261,-0.10923383,-0.1151572,0.07704425,-0.10923021,-0.114959605,0.077042155,-0.10914564
-0.11521297,0.077079855,-0.10926432,-0.11510968,0.077022076,-0.109222665,-0.114925094,0.0770481,-0.109163545,-0.115125105,0.07714395,-0.10923709
-0.115126885,0.077088475,-0.10919142,-0.115025945,0.076918386,-0.109252505,-0.115008935,0.07704011,-0.109210685,-0.11526658,0.077069715,-0.109326474
-0.11501854,0.07706198,-0.10920479,-0.11506041,0.077070944,-0.10920302,-0.1149504,0.07706104,-0.10914955,-0.115159765,0.077085264,-0.10925986
-0.11503476,0.0769752,-0.1092329,-0.11512764,0.07714464,-0.10923335,-0.114989206,0.07705549,-0.10913636,-0.11515956,0.0771068,-0.10922915
-0.1150371,0.077153146,-0.10915097,-0.11513894,0.07713073,-0.10920529,-0.115190454,0.07713274,-0.109259024,-0.115002535,0.076957695,-0.10926949
-0.11507997,0.076940805,-0.1092349,-0.11513448,0.07712765,-0.10922653,-0.11511004,0.07701563,-0.10921517,-0.114992715,0.07697293,-0.109239474
-0.11515907,0.07709998,-0.10925643,-0.115007445,0.07701265,-0.10925524,-0.11512622,0.07709021,-0.109280884,-0.11495789,0.077044874,-0.109149314
-0.115197994,0.07705107,-0.109261185,-0.11498826,0.07716173,-0.10913597,-0.114938036,0.077021964,-0.10916919,-0.115211725,0.077087596,-0.10926873
-0.115030065,0.07694973,-0.10923325,-0.115021005,0.07715037,-0.10913815,-0.115102574,0.076915406,-0.109216005,-0.11496606,0.077076465,-0.10918335
-0.11522626,0.07707248,-0.10929003,-0.11517932,0.07709703,-0.10926392,-0.1149814,0.07707385,-0.109141216,-0.11524477,0.076993205,-0.10924941
-0.11509292,0.07712703,-0.1091758,-0.11501937,0.077047706,-0.10917978,-0.1151317,0.0770797,-0.10922199,-0.11514373,0.07709345,-0.10927468
-0.11516215,0.07708428,-0.10925837,-0.115083806,0.077126734,-0.10915211,-0.115021184,0.07703663,-0.109241836,-0.11501742,0.076959476,-0.10921917
-0.115212224,0.077075355,-0.10926312,-0.11507321,0.07713627,-0.109146126,-0.11509936,0.07702914,-0.10921851,-0.11497641,0.07706885,-0.10914694
-0.11508686,0.07704167,-0.109217785,-0.11500243,0.07693268,-0.109244786,-0.11518895,0.07702932,-0.10924192,-0.11493168,0.07706435,-0.109225184
-0.115135506,0.07708285,-0.10925668,-0.11514214,0.07710766,-0.109220915,-0.11523385,0.07707981,-0.10930927,-0.11497163,0.077138886,-0.10912172
-0.11507673,0.07703326,-0.10921927,-0.115158245,0.077082306,-0.10922609,-0.115029976,0.077023484,-0.10923638,-0.115185514,0.07707694,-0.10928089
-0.11505397,0.077049464,-0.10922109,-0.115002096,0.07694594,-0.10917953,-0.11495817,0.07705721,-0.1092302,-0.115033984,0.076913156,-0.109266505
-0.11515334,0.077119105,-0.109210856,-0.11516916,0.07703177,-0.109249115,-0.11507114,0.07704681,-0.10922012,-0.115110576,0.07700688,-0.109208785
-0.11510077,0.07712946,-0.109155364,-0.114978805,0.07705854,-0.10917402,-0.11489505,0.07710879,-0.10914152,-0.11498445,0.07703388,-0.10912988
-0.115152694,0.07714488,-0.109227225,-0.11524693,0.077112496,-0.109308064,-0.114981726,0.07707188,-0.1091429,-0.11523048,0.07712124,-0.109285004
-0.115018055,0.077063546,-0.10921025,-0.11509329,0.07703689,-0.109226175,-0.11498502,0.07707625,-0.10923744,-0.115067124,0.077122614,-0.10915433
-0.115127034,0.07708487,-0.10925565,-0.11498219,0.07704104,-0.10911355,-0.11499267,0.07705506,-0.10916977,-0.115178764,0.07707282,-0.109265685
-0.11515816,0.0771325,-0.10921082,-0.11516008,0.077082165,-0.10923596,-0.11496913,0.07700627,-0.10917097,-0.11524798,0.07708596,-0.10927191
-0.115149125,0.07714593,-0.1092168,-0.11500716,0.077022605,-0.109230556,-0.11519681,0.07702119,-0.10924311,-0.11498577,0.07707767,-0.109174594
-0.11512721,0.07710445,-0.10922005,-0.11497751,0.07705951,-0.10921008,-0.11513459,0.07701444,-0.109242335,-0.11495648,0.07706354,-0.10923667
-0.115013614,0.07699619,-0.10923093,-0.115029186,0.07694498,-0.10924638,-0.11499985,0.077008665,-0.10914722,-0.11502368,0.07700854,-0.10915187
-0.11508012,0.077041924,-0.109206796,-0.11511176,0.0770257,-0.10922691,-0.114986196,0.07713336,-0.109128274,-0.11509601,0.0769336,-0.10920277
-0.115053385,0.07699795,-0.10924718,-0.115241304,0.07709703,-0.10929479,-0.115242004,0.077140406,-0.10930907,-0.11497983,0.077048585,-0.109122925
-0.11514289,0.077111095,-0.1091971,-0.11497868,0.07700191,-0.109159194,-0.11499906,0.07714174,-0.10912657,-0.11501516,0.07713956,-0.10912
-0.1149877,0.0769742,-0.10920031,-0.11514727,0.07708615,-0.10928551,-0.11518566,0.077104315,-0.10923804,-0.114948615,0.077000946,-0.109111205
-0.11508988,0.077027224,-0.10921392,-0.11512671,0.07715838,-0.10923651,-0.11506008,0.07695404,-0.10923555,-0.114959925,0.07702698,-0.109110065
-0.11515772,0.077023335,-0.10924801,-0.11495836,0.077142455,-0.10913397,-0.11513202,0.07707546,-0.109238945,-0.11518467,0.07703866,-0.10925703
-0.115174994,0.07705778,-0.109243445,-0.11501456,0.077005744,-0.10923244,-0.11515629,0.07710623,-0.10920682,-0.11502189,0.07703157,-0.10923176
-0.11506397,0.077034496,-0.10921552,-0.11511757,0.07706323,-0.10923927,-0.11507164,0.07711313,-0.10924781,-0.115027726,0.07695575,-0.10924077
-0.115232475,0.0770446,-0.10931008,-0.1150975,0.07711629,-0.10915694,-0.1149894,0.07704406,-0.109245464,-0.11510677,0.07709177,-0.10927436
-0.115149766,0.07709704,-0.10924254,-0.11506083,0.076951236,-0.109243385,-0.114983924,0.07707332,-0.109239556,-0.11498096,0.077038534,-0.10911645
-0.11497154,0.07701397,-0.10915075,-0.11512687,0.07701841,-0.10922233,-0.1149263,0.07709179,-0.10922902,-0.1152592,0.07701435,-0.10927031
-0.11515179,0.0770884,-0.109257355,-0.114992134,0.07704213,-0.109225236,-0.114922665,0.07702969,-0.10916385,-0.11498891,0.07708968,-0.109203406
-0.11507309,0.07691499,-0.10923586,-0.11509421,0.07690288,-0.109208845,-0.11514197,0.07708037,-0.10925411,-0.11514244,0.07714402,-0.10919913
-0.11520666,0.07701387,-0.10926438,-0.11503892,0.076924145,-0.109214336,-0.115159124,0.07710376,-0.10924142,-0.115031675,0.0771515,-0.109144844
-0.11516461,0.07709171,-0.109236844,-0.1150081,0.07698332,-0.10923556,-0.11510894,0.077079505,-0.109273784,-0.11515624,0.07708651,-0.109255165
-0.115106486,0.07701589,-0.10922433,-0.11513729,0.077144854,-0.10921684,-0.114951454,0.077099055,-0.10914455,-0.1150241,0.077155605,-0.109145105
-0.115071304,0.076956,-0.10924743,-0.11506614,0.07692738,-0.10924231,-0.114983216,0.07707209,-0.109146684,-0.114972025,0.07708977,-0.10914175
-0.11508988,0.07693926,-0.10923583,-0.11515487,0.07714957,-0.10926443,-0.11512369,0.0771447,-0.109222874,-0.11495657,0.07700735,-0.10910027
-0.115150295,0.07710358,-0.10924048,-0.11518255,0.077105746,-0.10926491,-0.11522632,0.07701908,-0.10924438,-0.11519876,0.077094756,-0.10926388
-0.11509015,0.07695013,-0.1092295,-0.114963606,0.077060804,-0.10912438,-0.11517379,0.07709409,-0.10927319,-0.114949904,0.0770564,-0.10911822
-0.11504046,0.07715652,-0.1091503,-0.11497277,0.07700166,-0.10915001,-0.11506193,0.07713571,-0.109153755,-0.11518651,0.0770528,-0.109283864
-0.11509737,0.07702073,-0.109218605,-0.11524022,0.07704084,-0.10927125,-0.114990875,0.077059135,-0.10915953,-0.115052834,0.0770468,-0.10919993
-0.11510019,0.07693863,-0.109223396,-0.115014605,0.07694253,-0.10921569,-0.11501241,0.07702767,-0.109239474,-0.115196586,0.07709456,-0.109254636
-0.115140386,0.07711297,-0.10925843,-0.115196176,0.077067986,-0.10926579,-0.11497332,0.07700524,-0.10912094,-0.11516136,0.07710241,-0.10922921
-0.11512251,0.0771099,-0.10919346,-0.11514982,0.07709779,-0.10926376,-0.11498393,0.07712284,-0.109132566,-0.11509978,0.07701436,-0.109177954
-0.11499301,0.07706598,-0.10918973,-0.11507541,0.07693128,-0.109207384,-0.11497054,0.0770924,-0.109257594,-0.11524034,0.077046975,-0.10931876
-0.11498644,0.07698847,-0.10918684,-0.11496584,0.07707328,-0.109109834,-0.11500944,0.077066205,-0.10920386,-0.11498889,0.07701356,-0.1091409
-0.115082,0.07695019,-0.10924017,-0.11507555,0.07691193,-0.10922735,-0.114993356,0.07703093,-0.1091172,-0.11511017,0.07709406,-0.10926877
-0.11513404,0.077096835,-0.10924068,-0.11501236,0.076944225,-0.10922193,-0.11507644,0.07701991,-0.10918409,-0.11496827,0.07703356,-0.10924808
-0.11521832,0.07706768,-0.10926046,-0.11514235,0.07713948,-0.10922839,-0.11518773,0.077029824,-0.10926116,-0.11507103,0.07703662,-0.10915829
-0.1149835,0.07708852,-0.10915226,-0.11510292,0.07702526,-0.10922212,-0.11517965,0.07705508,-0.10926615,-0.11524848,0.07707969,-0.10926312
-0.115071446,0.07695782,-0.10924184,-0.115020975,0.0768985,-0.10923506,-0.114980996,0.07707623,-0.10914686,-0.11511982,0.07709694,-0.109277524
-0.1150289,0.076982774,-0.109225854,-0.115092956,0.07709049,-0.109185874,-0.11505714,0.07710302,-0.10922834,-0.11507547,0.07684358,-0.109216005
-0.11523142,0.07709629,-0.10928361,-0.11508229,0.0769079,-0.10922908,-0.11508758,0.076951005,-0.109231204,-0.115107276,0.076866224,-0.10918844
-0.11513196,0.07711063,-0.10918843,-0.11501653,0.07697325,-0.10922556,-0.115099974,0.076989256,-0.10918399,-0.11524341,0.07701123,-0.10925423
-0.11521667,0.07701831,-0.109270714,-0.11520449,0.07701759,-0.109242134,-0.11499523,0.07700128,-0.10912945,-0.11514352,0.07701673,-0.10923956
-0.1150554,0.07714035,-0.1091352,-0.11505524,0.077042215,-0.10922268,-0.11509422,0.076985024,-0.109224156,-0.11525553,0.077047855,-0.1092868
-0.114991754,0.07706921,-0.10914329,-0.11515453,0.07708819,-0.10925947,-0.115144074,0.07708607,-0.109275125,-0.115014076,0.07714244,-0.10911396
-0.11522264,0.07708003,-0.10929741,-0.11495822,0.07706498,-0.10913935,-0.11520948,0.0770158,-0.10924894,-0.11509481,0.07684454,-0.10918306
-0.11504026,0.0770372,-0.10918807,-0.11514753,0.077134654,-0.10921991,-0.11497635,0.077082515,-0.10914603,-0.11524812,0.07704951,-0.10931573
-0.11516304,0.07703388,-0.10925394,-0.115031436,0.07690739,-0.10924543,-0.11514454,0.077043094,-0.109247066,-0.115070485,0.07696637,-0.109221034
-0.11498654,0.07710576,-0.10914067,-0.115147755,0.077104375,-0.10923165,-0.115106955,0.07688132,-0.1092023,-0.1149775,0.07707306,-0.10916343
-0.11509796,0.07693322,-0.10920322,-0.11494759,0.07710523,-0.10913102,-0.11504713,0.076963566,-0.109270155,-0.11495456,0.07700422,-0.10915887
-0.11512079,0.07710236,-0.1092466,-0.11523641,0.07707124,-0.10932054,-0.115097016,0.077032335,-0.109227315,-0.11520483,0.07704234,-0.1092775
-0.11509671,0.07693082,-0.10920679,-0.11508663,0.07702639,-0.109222084,-0.11513449,0.07700962,-0.109242104,-0.115075596,0.077084474,-0.10917164
-0.1150948,0.076929145,-0.109217264,-0.11524237,0.077079244,-0.10932491,-0.11507708,0.07714904,-0.10913751,-0.115056545,0.07686813,-0.109239005
-0.1152157,0.07706803,-0.1092643,-0.11516674,0.077098705,-0.109257795,-0.115119375,0.07708221,-0.10920006,-0.11504851,0.077143714,-0.10914024
-0.115239695,0.077057496,-0.10930665,-0.11501104,0.077009425,-0.10923332,-0.11507274,0.07704994,-0.10921432,-0.11495925,0.07705195,-0.10914674
-0.11517513,0.07708554,-0.109261625,-0.11514837,0.077129714,-0.10921437,-0.115209654,0.07712216,-0.10931843,-0.11490215,0.077039555,-0.109123036
-0.11512741,0.07710709,-0.10920352,-0.11517728,0.07710262,-0.10928003,-0.11513479,0.07710735,-0.10918145,-0.11506375,0.076917976,-0.109246746
-0.11517692,0.077046484,-0.10925285,-0.11509393,0.07704079,-0.10920354,-0.1151797,0.07705795,-0.10925903,-0.115184166,0.07703772,-0.10924308
